위도,경도,지오코딩주소
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.4930078397051,127.02710923867,서울시 서초구 서초동   1754 ~ 서초동   1754
37.5845734528811,127.028883692821,서울시 성북구 안암동5가   102-97 ~ 안암동5가   102-97
37.5845734528811,127.028883692821,서울시 성북구 안암동5가   102-97 ~ 안암동5가   102-97
37.5856330334288,127.028831795025,서울시 성북구 안암동5가   102-21 ~ 안암동5가   102-21
37.5850758503601,127.029953346005,서울시 성북구 안암동5가   103-41 ~ 안암동5가   103-41
37.5829320144034,127.029285537786,서울시 성북구 안암동5가   104-71 ~ 안암동5가   104-71
37.5812077298356,127.027250323456,서울시 성북구 안암동5가   110-54 ~ 안암동5가   110-54
37.5822699034651,127.028800835953,서울시 성북구 안암동5가   134-29 ~ 안암동5가   134-29
37.4829200192379,127.020124577885,서울시 서초구 서초동   1425-11 ~ 서초동   1422-7
37.559335441544405,126.90607407252676,서울시 마포구 대흥동   161-2 ~ 대흥동   216-5
37.4599766259002,126.914944653468,서울시 관악구 신림동   675-338(관악구 난향9길 67
37.4713935974597,126.922390864368,서울시 관악구 신림동   631-22(난곡로34다길 15
37.4710199678108,126.922557654257,서울시 관악구 신림동   629-54(난곡로30나길 13
37.4741785546667,126.921203665893,서울시 관악구 신림동   612-17(법원단지길 73
37.5137376584752,127.061079244918,서울시 강남구 삼성동   160 ~ 삼성동   160
37.5137376584752,127.061079244918,서울시 강남구 삼성동   160 ~ 삼성동   160
37.4845941018294,127.031269981266,서울시 서초구 서초동   1365-8 ~ 서초동   1365-8
37.4785201441993,126.927367057058,서울시 관악구 신림동   1629-44 ~ 신림동   1629-44
37.4834727498976,126.925677373123,서울시 관악구 신림동   1586-1 ~ 신림동   1586-1
37.4844975990049,126.922930544657,서울시 관악구 신림동   463-49 ~ 신림동   463-49
37.4847734171781,126.920914961564,서울시 관악구 신림동   484-33 ~ 신림동   484-33
37.4711037748546,126.929637754846,서울시 관악구 신림동   376-18 ~ 신림동   376-18
37.4651280059391,126.933058656975,서울시 관악구 신림동   306-18 ~ 신림동   306-18
37.4773362810171,126.985357961243,서울시 서초구 방배동   474-1 ~ 방배동   474-22
37.4699592690723,126.940730511235,서울시 관악구 신림동   신림동 241-34 ~ 신림동   신림동 241-34
37.4707284091674,126.934001888571,서울시 관악구 신림동   신림동 1525-1 ~ 신림동   신림동 1525-1
37.4708665073735,126.934928515772,서울시 관악구 신림동   신림동 1514-11 ~ 신림동   신림동 1514-11
37.4732580281717,126.94015463349,서울시 관악구 신림동   신림동 103-43 ~ 신림동   신림동 103-43
37.4713079010133,126.942000426671,서울시 관악구 신림동   신림동 103-172 ~ 신림동   신림동 103-172
37.475938637078,126.935556538727,서울시 관악구 신림동   신림동 408-22 ~ 신림동   신림동 408-22
37.4728350561983,126.936290854373,서울시 관악구 신림동   신림동 108-15 ~ 신림동   신림동 108-15
37.483846985896,126.930186157519,서울시 관악구 신림동   신림동 1641-2 ~ 신림동   신림동 1641-2
37.4796213259208,126.934723524064,서울시 관악구 신림동   신림동 92-175 ~ 신림동   신림동 92-175
37.4831107969753,126.93545981483,서울시 관악구 신림동   신림동 10-457 ~ 신림동   신림동 10-457
37.4864481555198,126.928609588075,서울시 관악구 신림동   신림동 1431-22 ~ 신림동   신림동 1431-22
37.4856004624385,126.933990504179,서울시 관악구 신림동   신림동 1409-8 ~ 신림동   신림동 1409-8
37.4886503962674,126.926837907944,서울시 관악구 신림동   신림동 1442-4 ~ 신림동   신림동 1442-4
37.513362152924,127.026465765431,서울시 강남구 논현동   학동로17길 10 ~ 논현동   학동로19길 8
37.5135667513561,127.026950853725,서울시 강남구 논현동   논현로131길 43 ~ 논현동   논현로131길 41-6
37.50600946769858,127.02628836899466,서울시 강남구 논현동   학동로19길 8 ~ 논현동   학동로19길 6
37.59956371959295,126.92753134002992,서울시 은평구 대조동   연서로18길 150 ~ 대조동   연서로18길 28
37.4855731009296,127.016204321928,서울시 서초구 서초동   1603-7 ~ 서초동   1426-2
37.6205935933172,127.083817562893,서울시 노원구 공릉동   89-2 ~ 공릉동   89-2
37.4886539635688,127.033217199105,서울시 강남구 도곡동   946-11 ~ 도곡동   946-11
37.5155801590012,126.936598964244,서울시 동작구 노량진동   320-1 ~ 노량진동   320-1
37.5155801590012,126.936598964244,서울시 동작구 노량진동   320-1 ~ 노량진동   320-1
37.5147124858743,126.933795091205,서울시 동작구 노량진동   19-23 ~ 노량진동   19-23
37.5147124858743,126.933795091205,서울시 동작구 노량진동   19-23 ~ 노량진동   19-23
37.5158118119287,126.940774125428,서울시 동작구 노량진동   13-4 ~ 노량진동   13-4
37.5158118119287,126.940774125428,서울시 동작구 노량진동   13-4 ~ 노량진동   13-4
37.5158118119287,126.940774125428,서울시 동작구 노량진동   13-4 ~ 노량진동   13-4
37.5158118119287,126.940774125428,서울시 동작구 노량진동   13-4 ~ 노량진동   13-4
37.5158118119287,126.940774125428,서울시 동작구 노량진동   13-4 ~ 노량진동   13-4
37.48420778816,127.003250189884,서울시 서초구 서초동   1492-13 ~ 서초동   1492-13
37.48420778816,127.003250189884,서울시 서초구 서초동   1492-13 ~ 서초동   1492-13
37.48420778816,127.003250189884,서울시 서초구 서초동   1492-13 ~ 서초동   1492-13
37.56698099492506,126.983781901258,서울시 종로구 원남동   20 관로 ~ 원남동   20 관로
37.580869391183306,126.98825436262004,서울시 종로구 원남동   20 전주 ~ 원남동   20 전주
37.523858785045,126.88526506972,서울시 영등포구 양평동2가   29-6 ~ 양평동2가   29-6
37.50086074127018,126.88436885262236,서울시 구로구 구로동   772번지 일원 남구로역 1번 출입구 인근 ~ 구로동   772번지 일원 남구로역 1번 출입구 인근
37.49880101222931,126.88769890277958,서울시 구로구 구로동   772번지 일원 남구로역 1번 출입구 인근 ~ 구로동   772번지 일원 남구로역 1번 출입구 인근
37.4851644742346,127.01819444348,서울시 서초구 서초동   1445-1 ~ 서초동   1445-1
37.6597263233192,127.04975863276,서울시 도봉구 창동   807-1 ~ 창동   1-12
37.6575530667744,127.049754915795,서울시 도봉구 창동   808-3 ~ 창동   808-3
37.6589055368071,127.048441187923,서울시 도봉구 창동   808-2 ~ 창동   808-2
37.6590213413335,127.050521442392,서울시 도봉구 창동   1번지 ~ 창동   1번지
37.65905285444,127.049509082987,서울시 도봉구 창동   808-1 ~ 창동   808
37.6575530667744,127.049754915795,서울시 도봉구 창동   808-3 ~ 창동   808-3
37.6578643872043,127.048380333971,서울시 도봉구 창동   808 ~ 창동   808
37.6568221794893,127.050836587996,서울시 도봉구 창동   1-24 ~ 창동   1-24
37.6548027669299,127.047921538523,서울시 도봉구 창동   1-12 ~ 창동   1-12
37.6548027669299,127.047921538523,서울시 도봉구 창동   1-12 ~ 창동   1-12
37.6548027669299,127.047921538523,서울시 도봉구 창동   1-12 ~ 창동   1-12
37.6548027669299,127.047921538523,서울시 도봉구 창동   1-12 ~ 창동   1-12
37.6548027669299,127.047921538523,서울시 도봉구 창동   1-12 ~ 창동   1-12
37.6548027669299,127.047921538523,서울시 도봉구 창동   1-12 ~ 창동   1-12
37.6548027669299,127.047921538523,서울시 도봉구 창동   1-12 ~ 창동   1-12
37.6548027669299,127.047921538523,서울시 도봉구 창동   1-12 ~ 창동   1-12
37.5358278333406,126.892411669382,서울시 영등포구 양평동4가   20-4 ~ 양평동4가   20-4
37.47606206637584,127.02766115774392,서울시 서초구 반포동   1-19 ~ 반포동   1-19
37.5259540524452,126.884144827768,서울시 영등포구 양평동3가   29-3 ~ 양평동3가   29-3
37.5130825734011,126.9294432919,서울시 동작구 대방동   338-6@ ~ 대방동   338-6@
37.568223573705,126.963964656103,서울시 서대문구 냉천동   204-1 ~ 냉천동   237
37.5692302447552,126.988547915419,서울시 종로구 관철동   24 ~ 관철동   24
37.6597263233192,127.04975863276,서울시 도봉구 창동   807-1 ~ 창동   1-12
37.6548027669299,127.047921538523,서울시 도봉구 창동   1-12 ~ 창동   1-12
37.573845814026,126.981147699385,서울시 종로구 수송동   80-7 ~ 수송동   80-7
37.480449933532,126.883569546489,서울시 금천구 가산동   60-66 ~ 가산동   60-15
37.5177732771804,127.10439265685,서울시 송파구 신천동   올림픽로35길 93(잠실나루사거리
37.5157873297768,127.099112358834,서울시 송파구 신천동   송파대로 570 (잠실대교남단사거리
37.50467874911477,127.0961969638166,서울시 송파구 잠실동   송파대로 551-2(주공5단지 코너
37.5165725269526,127.097302885279,"서울시 송파구 잠실동   31(횡단, 올림픽로 지하 196"
37.5165725269526,127.097302885279,서울시 송파구 잠실동   31(잠실대교 남단사거리
37.53035666237498,126.98240569068092,서울시 용산구 갈월동   96-1번지 ~ 갈월동   96-1번지
37.52273034647286,126.99809532030646,서울시 용산구 갈월동   96-1번지 ~ 갈월동   96-1번지
37.5165725269526,127.097302885279,서울시 송파구 잠실동   31(잠실대교남단삼거리 횡단
37.5165725269526,127.097302885279,서울시 송파구 잠실동   31(잠실역 북측 횡단
37.4855731009296,127.016204321928,서울시 서초구 서초동   1603-7 ~ 서초동   1426-2
37.6041268362757,127.024635086976,서울시 성북구 길음동   541-6 ~ 길음동   541-154
37.607245750797,127.021633697332,서울시 성북구 길음동   875-1 ~ 길음동   875-1
37.4855731009296,127.016204321928,서울시 서초구 서초동   1603-7 ~ 서초동   1426-2
